isUserConfirmedClaim,hudFmr,statusType,listingType,availabilityDate,isBuilding,pgapt,price,badgeInfo,communityName,state,has3DModel,priceLabel,minArea,canSaveBuilding,area,plid,unitCount,isNewYorkState,zipcode,isPropertyResultCDP,isCdpResult,isHomeRec,CashOnCash,info1String,style,detailUrl,beds,homeType,brokerName,isFavorite,city,hasImage,"hasAdditionalAttributions",sgapt,homeStatus,countyName,hasVideo,address,minBeds,zpid,isUserClaimingOwner,lotId,info3String,buildingId,baths,lotAreaString,statusText,visited,streetViewURL,variableData,isFeaturedListing,imgSrc,minBaths,streetViewMetadataURL
false,1907,FOR_SALE,,,,ForSale,100000,,,CT,false,"$100K",,,2099,,,,06066,,,false,53.64,,,"https://www.zillow.com/homedetails/34-Prospect-St-Vernon-CT-06066/60104883_zpid/",4,SINGLE_FAMILY,,false,Vernon,true,false,"For Sale by Agent",FOR_SALE,"Hartford County",false,--,,60104883,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/55f774fcb9c5ce602d65bde76cb2bbb5-p_e.jpg",,
false,1515,FOR_SALE,,,,ForSale,75000,,,CO,false,"$75K",,,1568,,,,81050,,,false,59.06400000000001,"MLS ID #4192056",,"https://www.zillow.com/homedetails/902-Bradish-Ave-La-Junta-CO-81050/113274022_zpid/",4,SINGLE_FAMILY,"ZBell, LLC",false,"La Junta",true,true,"For Sale by Agent",FOR_SALE,"Otero County",false,--,,113274022,false,,"https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg",,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/203c99e7a742148ddb489efe719875a6-p_e.jpg",,
false,607,FOR_SALE,,"1800-01-01 00:00:00",,ForSale,27500,,,AR,false,"$28K",,,450,,,,72461,,,false,68.05309090909091,,,"https://www.zillow.com/homedetails/1123-S-Fordyce-St-Rector-AR-72461/109005023_zpid/",1,SINGLE_FAMILY,,false,Rector,true,false,"For Sale by Agent",FOR_SALE,"Greene County",false,--,,109005023,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/5d7b76daec23577372ad11aa83ea929d-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,94900,,,NY,false,"$95K",,,1416,,,true,10512,,,false,101.55183983140148,,,"https://www.zillow.com/homedetails/562-Route-52-Carmel-NY-10512/31916508_zpid/",3,SINGLE_FAMILY,,false,Carmel,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,31916508,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/2e501c844e9d1456c924699491f0ff8e-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,103000,,,CT,false,"$103K",,,1064,,,,06704,,,false,90.58555339805825,,,"https://www.zillow.com/homedetails/71-Hill-St-Waterbury-CT-06704/58012434_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58012434,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/2220aebceeb62d449fb1c86286320807-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,124900,,,CT,false,"$125K",,,1626,,,,06710,,,false,68.05756285028022,,,"https://www.zillow.com/homedetails/52-Bidwell-St-Waterbury-CT-06710/58009924_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58009924,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/4d835ab8eb56585dcc0a30ff2990c8a2-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,149000,,,CT,false,"$149K",,,1210,,,,06704,,,false,50.92010738255033,,,"https://www.zillow.com/homedetails/40-Faber-Ave-Waterbury-CT-06704/58008082_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58008082,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/1eaacc983df747745e9f474bee508179-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,149500,,,CT,false,"$150K",,,1400,,,,06704,,,false,50.623063545150494,,,"https://www.zillow.com/homedetails/18-Cushman-St-Waterbury-CT-06704/58009514_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58009514,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/51e9e4714aad2223b865282bb8fcac22-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,149900,,,CT,false,"$150K",,,1220,,,,06776,,,false,50.38685523682456,,,"https://www.zillow.com/homedetails/112-Carmen-Hill-Rd-New-Milford-CT-06776/57806236_zpid/",3,SINGLE_FAMILY,,false,"New Milford",true,false,Foreclosure,FOR_SALE,"Fairfield County",false,--,,57806236,false,,,,2,,Foreclosure,false,,,false,"https://photos.zillowstatic.com/fp/276a3d1abbf28de539af2bc6f132f697-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,150000,,,CT,false,"$150K",,,988,,,,06716,,,false,50.327999999999996,,,"https://www.zillow.com/homedetails/126-Clinton-Hill-Rd-Wolcott-CT-06716/174443879_zpid/",3,SINGLE_FAMILY,,false,Wolcott,true,false,Foreclosure,FOR_SALE,"Fairfield County",false,--,,174443879,false,,,,1,,Foreclosure,false,,,false,"https://photos.zillowstatic.com/fp/0f354f06221c825fa6760309f8118cf4-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,150000,,,CT,false,"$150K",,,1170,,,,06708,,,false,50.327999999999996,,,"https://www.zillow.com/homedetails/123-Juniper-Ridge-Dr-Waterbury-CT-06708/58010481_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58010481,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/911f0cc298a07c331668d8da728e3331-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,155500,,,CT,false,"$156K",,,1226,,,,06712,,,false,47.207536977491955,,,"https://www.zillow.com/homedetails/14-Peach-Orchard-Rd-Prospect-CT-06712/174509245_zpid/",3,SINGLE_FAMILY,,false,Prospect,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,174509245,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/9e8206cc9d64b991db471bfaf001b27e-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,155500,,,CT,false,"$156K",,,1050,,,,06782,,,false,47.207536977491955,,,"https://www.zillow.com/homedetails/36-W-Lakeview-Rd-Plymouth-CT-06782/57816881_zpid/",3,SINGLE_FAMILY,,false,Plymouth,true,false,Foreclosure,FOR_SALE,"Fairfield County",false,--,,57816881,false,,,,2,,Foreclosure,false,,,false,"https://photos.zillowstatic.com/fp/1821553ebebf136cc1f93ad4fe44fe05-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,159900,,,CT,false,"$160K",,,1572,,,,06708,,,false,44.86572607879925,,,"https://www.zillow.com/homedetails/125-Park-Rd-Waterbury-CT-06708/58015813_zpid/",3,SINGLE_FAMILY,,false,Waterbury,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,58015813,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/2b4730128ef27d7724e3b78f9ed82f3a-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,160000,,,CT,false,"$160K",,,1215,,,,06401,,,false,44.81399999999999,,,"https://www.zillow.com/homedetails/149-Jewett-St-Ansonia-CT-06401/57881674_zpid/",3,SINGLE_FAMILY,,false,Ansonia,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,57881674,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/587d0599fdab2dbeae73bcb1eb86a2cd-p_e.jpg",,
false,2757,FOR_SALE,,,,ForSale,169000,,,CT,false,"$169K",,,1184,,,,06605,,,false,40.409325443786976,,,"https://www.zillow.com/homedetails/116-Yacht-St-Bridgeport-CT-06605/57235802_zpid/",3,SINGLE_FAMILY,,false,Bridgeport,true,false,"For Sale by Agent",FOR_SALE,"Fairfield County",false,--,,57235802,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/d8a05693f67f0dcd8a56acb7e1962cad-p_e.jpg",,
false,926,FOR_SALE,,,,ForSale,24900,,,AR,false,"$25K",,,960,,,,72373,,,false,140.61002409638553,,,"https://www.zillow.com/homedetails/116-College-St-Parkin-AR-72373/232011246_zpid/",3,SINGLE_FAMILY,,false,Parkin,true,false,"For Sale by Agent",FOR_SALE,"Cross County",false,--,,232011246,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/367e7965194d8addc64f0308ee01a35d-p_e.jpg",,
false,926,FOR_SALE,,,,ForSale,45000,,,AR,false,"$45K",,,1048,,,,72396,,,false,60.87733333333334,,,"https://www.zillow.com/homedetails/3808-E-Highway-284-Wynne-AR-72396/2063291698_zpid/",3,SINGLE_FAMILY,,false,Wynne,true,false,"For Sale by Agent",FOR_SALE,"Cross County",false,--,,2063291698,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/6b5ed11adae3e97e750ada50ecdd6c88-p_e.jpg",,
false,926,FOR_SALE,,,,ForSale,49000,,,AR,false,"$49K",,,2048,,,,72396,,,false,52.814204081632646,,,"https://www.zillow.com/homedetails/811-Union-Ave-E-Wynne-AR-72396/90794676_zpid/",3,SINGLE_FAMILY,,false,Wynne,true,false,"For Sale by Agent",FOR_SALE,"Cross County",false,--,,90794676,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/36e7005776ca1bc845a18c7b8e2c9b7c-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,20000,,,AL,false,"$20K",,,978,,,,36201,,,false,131.304,,,"https://www.zillow.com/homedetails/2416-W-Jefferson-St-Anniston-AL-36201/109402260_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,109402260,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/7e288dbd5c32ffa01997d0901a85e104-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,22900,,,AL,false,"$23K",,,1529,,,,36201,,,false,109.87692576419215,,,"https://www.zillow.com/homedetails/1001-Carter-St-Anniston-AL-36201/109428733_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,109428733,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/f12e3c06b3b4aadfd60eb249c109e580-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,24900,,,AL,false,"$25K",,,1283,,,,36207,,,false,98.00761445783132,,,"https://www.zillow.com/homedetails/306-East-E-St-Anniston-AL-36207/2062304709_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,2062304709,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/e0bf083a1651c87f40a4f2182355d14a-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,25000,,,AL,false,"$25K",,,1026,,,,36201,,,false,97.464,,,"https://www.zillow.com/homedetails/1422-Cobb-Ave-Anniston-AL-36201/109337434_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,109337434,false,,,,2,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/56cee33b2b55f67b28d853201cdde085-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,34900,,,AL,false,"$35K",,,905,,,,36206,,,false,59.066750716332386,,,"https://www.zillow.com/homedetails/19-Pelham-Hts-Anniston-AL-36206/2103262950_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,2103262950,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/70b6e7573eca5cd6f6d9b64f3a46e9ae-p_e.jpg",,
false,705,FOR_SALE,,,,ForSale,36000,,,AL,false,"$36K",,,944,,,,36201,,,false,56.104,,,"https://www.zillow.com/homedetails/22-McArthur-Dr-Anniston-AL-36201/109393669_zpid/",2,SINGLE_FAMILY,,false,Anniston,true,false,"For Sale by Agent",FOR_SALE,"Cleburne County",false,--,,109393669,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/863556a9d8964e7968be6d674a6f6f20-p_e.jpg",,
false,649,FOR_SALE,,"1800-01-01 00:00:00",,ForSale,29900,,,AR,false,"$30K",,,768,,,,72112,,,false,66.29129096989968,,,"https://www.zillow.com/homedetails/1116-Garfield-St-Newport-AR-72112/232744806_zpid/",2,SINGLE_FAMILY,,false,Newport,true,false,"For Sale by Agent",FOR_SALE,"Jackson County",false,--,,232744806,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/5868b71369e66dc993a70799120024fc-p_e.jpg",,
false,2794,FOR_SALE,,,,ForSale,155000,,,CA,false,"$155K",,,1158,,,,93210,,,false,48.627870967741934,,,"https://www.zillow.com/homedetails/379-E-Houston-St-Coalinga-CA-93210/18638095_zpid/",3,SINGLE_FAMILY,,false,Coalinga,true,false,"For Sale by Agent",FOR_SALE,"Monterey County",false,--,,18638095,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/44c68f3591bf07103f333553070155ce-p_e.jpg",,
false,1254,FOR_SALE,,,,ForSale,59900,,,CT,false,"$60K",,,660,,,,06226,,,false,62.59147913188647,,,"https://www.zillow.com/homedetails/241-S-Windham-Rd-Willimantic-CT-06226/59298398_zpid/",2,SINGLE_FAMILY,,false,Willimantic,true,false,"For Sale by Agent",FOR_SALE,"New London County",false,--,,59298398,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/17abafef2a06c55371a8d646eb00681a-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,8999,,,AR,false,"$9.0K",,,1693,,,,72351,,,false,415.4877093010334,,,"https://www.zillow.com/homedetails/314-Bruce-Wilson-Dr-Keiser-AR-72351/230380014_zpid/",3,SINGLE_FAMILY,,false,Keiser,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,230380014,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/197960c1adc828b58914eabb31c60d4b-p_e.jpg",,
false,850,FOR_SALE,,"1800-01-01 00:00:00",,ForSale,9900,,,AR,false,"$9.9K",,,1324,,,,72315,,,false,374.2252121212121,,,"https://www.zillow.com/homedetails/1218-Holly-St-Blytheville-AR-72315/230370932_zpid/",3,SINGLE_FAMILY,,false,Blytheville,true,false,Foreclosure,FOR_SALE,"Mississippi County",false,--,,230370932,false,,,,1,,Foreclosure,false,,,false,"https://photos.zillowstatic.com/fp/2ec0ff5e95e61a0b1f319381b6fa4e1a-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,15000,,,TN,false,"$15K",,,,,,,38019,,,false,234.104,,,"https://www.zillow.com/homedetails/223-Gillespie-Dr-Covington-TN-38019/42518211_zpid/",3,SINGLE_FAMILY,,false,Covington,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,42518211,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/d6ae9937a055a532468b318e2ba35ebe-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,19500,,,AR,false,"$20K",,,912,,,,72358,,,false,171.33476923076924,,,"https://www.zillow.com/homedetails/528-Central-Luxora-AR-72358/230380303_zpid/",3,SINGLE_FAMILY,,false,Luxora,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,230380303,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/0203c07f21ad15c95371683cb77a755f-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,19900,,,AR,false,"$20K",,,1197,,,,72358,,,false,167.1291256281407,,,"https://www.zillow.com/homedetails/315-Railroad-St-Luxora-AR-72358/230380209_zpid/",3,SINGLE_FAMILY,,false,Luxora,,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,230380209,false,,,,1,,"House for sale",false,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=35.758724212646484,-89.93181610107422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Pj2bLLXc5E3hM3_dfgvFwtfjmHM=",,false,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.758724212646484,-89.93181610107422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vQtwhdSwOJdsR5Bqy9rHqAh3Vww=",,"https://maps.googleapis.com/maps/api/streetview/metadata?location=35.758724212646484,-89.93181610107422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G4fS87a4EsUueBo89JT_ei8ihAk="
false,850,FOR_SALE,,"1800-01-01 00:00:00",,ForSale,20000,,,AR,false,"$20K",,,918,,,,72370,,,false,166.104,,,"https://www.zillow.com/homedetails/412-E-Union-Ave-Osceola-AR-72370/2068620011_zpid/",3,SINGLE_FAMILY,,false,Osceola,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,2068620011,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/532e1df6cd94f37920c5a891a97d86f4-p_e.jpg",,
false,850,FOR_SALE,,"1800-01-01 00:00:00",,ForSale,29900,,,AR,false,"$30K",,,944,,,,72370,,,false,98.55884949832776,,,"https://www.zillow.com/homedetails/705-Quinn-Ave-Osceola-AR-72370/109088687_zpid/",3,SINGLE_FAMILY,,false,Osceola,true,false,Foreclosure,FOR_SALE,"Mississippi County",false,--,,109088687,false,,,,1,,Foreclosure,false,,,false,"https://photos.zillowstatic.com/fp/2eb841a685cc6e98b805025a9b0fdaf8-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,29900,,,AR,false,"$30K",,,1232,,,,72358,,,false,98.55884949832776,,,"https://www.zillow.com/homedetails/319-Railroad-St-Luxora-AR-72358/230380208_zpid/",3,SINGLE_FAMILY,,false,Luxora,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,230380208,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/9db0084c7a42168308b836ab2a2072c9-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,30000,,,TN,false,"$30K",,,,,,,38019,,,false,98.10400000000001,,,"https://www.zillow.com/homedetails/202-Rogers-Ave-Covington-TN-38019/42518213_zpid/",3,SINGLE_FAMILY,,false,Covington,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,42518213,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/6a9cf60da7138e3cd67895f472c19502-p_e.jpg",,
false,850,FOR_SALE,,,,ForSale,31900,,,AR,false,"$32K",,,2088,,,,72315,,,false,90.00368652037618,,,"https://www.zillow.com/homedetails/856-W-Main-St-Blytheville-AR-72315/109096656_zpid/",3,SINGLE_FAMILY,,false,Blytheville,true,false,"For Sale by Agent",FOR_SALE,"Mississippi County",false,--,,109096656,false,,,,1,,"House for sale",false,,,false,"https://photos.zillowstatic.com/fp/915559aa5af4a1d51a38928b4543b61a-p_e.jpg",,
